locations	strings	cognateID	alignments
070/075	fäng	1	f ä ng
070/077	feng	1	f e ng
070/079	fäng	1	f ä ng
070/081	feng	1	f e ng
070/083	feng	1	f e ng
070/085	feng	1	f e ng
070/087	feng	1	f e ng
070/089	feng	1	f e ng
070/091	fäng	1	f ä ng
070/093	fäng	1	f ä ng
070/095	NA	NA	-
070/097	fäng	1	f ä ng
070/099	fäng	1	f ä ng
070/101	NA	NA	-
070/103	NA	NA	-
070/105	NA	NA	-
070/107	fäng	1	f ä ng
070/109	fäng	1	f ä ng
070/111	fäng	1	f ä ng
070/145	fäng	1	f ä ng
070/147	fäng	1	f ä ng
070/149	fäng	1	f ä ng
070/151	fäng	1	f ä ng
070/153	fäng	1	f ä ng
070/155	vengk	1	v e ng k
070/157	fäng	1	f ä ng
070/159	feng	1	f e ng
070/161	fäng	1	f ä ng
070/163	fäng	1	f ä ng
070/165	feng	1	f e ng
071/017	feng	1	f e ng
071/019	feng	1	f e ng
071/021	feenk	1	f ee n k
071/023	fing	1	f i ng
071/025	fing	1	f i ng
071/027	fing	1	f i ng
071/029	fäng	1	f ä ng
071/031	fäng	1	f ä ng
071/033	NA	NA	-
071/035	fäng	1	f ä ng
071/037	fäng	1	f ä ng
071/039	fing	1	f i ng
071/041	feng	1	f e ng
071/043	fäng	1	f ä ng
071/045	fäng	1	f ä ng
071/047	fäng	1	f ä ng
071/049	feng	1	f e ng
071/051	feng	1	f e ng
071/053	feng	1	f e ng
071/055	fäng	1	f ä ng
071/057	feng	1	f e ng
071/059	feng	1	f e ng
071/063	feng	1	f e ng
071/065	NA	NA	-
071/067	feng	1	f e ng
071/069	fäng	1	f ä ng
071/071	feng	1	f e ng
071/073	feng	1	f e ng
071/075	NA	NA	-
071/077	feng	1	f e ng
071/079	fang	1	f a ng
071/081	fäng	1	f ä ng
071/083	feng	1	f e ng
071/085	fäng	1	f ä ng
071/087	feng	1	f e ng
071/089	fäng	1	f ä ng
071/091	feng	1	f e ng
071/093	fäng	1	f ä ng
071/095	feng	1	f e ng
071/097	NA	NA	-
071/099	fäng	1	f ä ng
071/101	fengk	1	f e ng k
071/103	NA	NA	-
071/105	fäng	1	f ä ng
071/145	feng	1	f e ng
071/147	fäng	1	f ä ng
071/149	fäng	1	f ä ng
071/151	NA	NA	-
071/153	oahebt	1	oa h e b t
071/155	NA	NA	-
071/157	fäng	1	f ä ng
071/159	fäng	1	f ä ng
071/161	feng	1	f e ng
071/163	tut	1	t u t
071/177	feng	1	f e ng
071/179	fang	1	f a ng
072/017	feng	1	f e ng
072/019	fenk	1	f e n k
072/021	fenk	1	f e n k
072/023	fing	1	f i ng
072/025	fing	1	f i ng
072/027	fäng	1	f ä ng
072/029	fang	1	f a ng
072/031	fänk	1	f ä n k
072/033	fänk	1	f ä n k
072/035	fäng	1	f ä ng
072/037	fäng	1	f ä ng
072/039	fäng	1	f ä ng
072/041	fäng	1	f ä ng
072/043	fäng	1	f ä ng
072/045	fänk	1	f ä n k
072/047	fäng	1	f ä ng
072/049	feng	1	f e ng
072/051	feng	1	f e ng
072/053	feng	1	f e ng
072/055	feng	1	f e ng
072/057	feng	1	f e ng
072/059	fang	1	f a ng
072/061	fang	1	f a ng
072/063	fäng	1	f ä ng
072/065	faang	1	f aa ng
072/067	fang	1	f a ng
072/069	feng	1	f e ng
072/071	NA	NA	-
072/073	fäng	1	f ä ng
072/075	feng	1	f e ng
072/077	fäng	1	f ä ng
072/079	feng	1	f e ng
072/081	feng	1	f e ng
072/083	feng	1	f e ng
072/085	fäng	1	f ä ng
072/087	fäng	1	f ä ng
072/089	fäng	1	f ä ng
072/091	feng	1	f e ng
072/093	fang	1	f a ng
072/095	NA	NA	-
072/097	fäng	1	f ä ng
072/099	fäng	1	f ä ng
072/101	feng	1	f e ng
072/103	fäng	1	f ä ng
072/105	fäng	1	f ä ng
072/107	feng	1	f e ng
072/145	feng	1	f e ng
072/147	feng	1	f e ng
072/149	fäng	1	f ä ng
072/151	fäng	1	f ä ng
072/153	NA	NA	-
072/155	fäng	1	f ä ng
072/157	NA	NA	-
072/159	fäng	1	f ä ng
072/161	fäng	1	f ä ng
072/177	fäng	1	f ä ng
072/179	soll	1	s o ll
072/181	soll	1	s o ll
073/017	feng	1	f e ng
073/019	fing	1	f i ng
073/021	fenk	1	f e n k
073/023	fäng	1	f ä ng
073/025	fenk	1	f e n k
073/027	fäng	1	f ä ng
073/029	fäng	1	f ä ng
073/031	fäng	1	f ä ng
073/033	fäng	1	f ä ng
073/035	fäng	1	f ä ng
073/037	fäng	1	f ä ng
073/039	fäng	1	f ä ng
073/041	feng	1	f e ng
073/043	fäng	1	f ä ng
073/045	fäng	1	f ä ng
073/047	fäng	1	f ä ng
073/049	feng	1	f e ng
073/051	feng	1	f e ng
073/053	NA	NA	-
073/055	feng	1	f e ng
073/057	feng	1	f e ng
073/059	feng	1	f e ng
073/061	fäng	1	f ä ng
073/063	feng	1	f e ng
073/065	fäng	1	f ä ng
073/067	feng	1	f e ng
073/069	feng	1	f e ng
073/071	feng	1	f e ng
073/073	feng	1	f e ng
073/075	feng	1	f e ng
073/077	feng	1	f e ng
073/079	feng	1	f e ng
073/081	fäng	1	f ä ng
073/083	NA	NA	-
073/085	feng	1	f e ng
073/087	fäng	1	f ä ng
073/089	fäng	1	f ä ng
073/091	fang	1	f a ng
073/093	fäng	1	f ä ng
073/095	fang	1	f a ng
073/097	fang	1	f a ng
073/099	fäng	1	f ä ng
073/101	fäng	1	f ä ng
073/103	fong	1	f o ng
073/105	feng	1	f e ng
073/107	NA	NA	-
073/145	fäng	1	f ä ng
073/147	feng	1	f e ng
073/149	fäng	1	f ä ng
073/151	fäng	1	f ä ng
073/153	fang	1	f a ng
073/155	fäng	1	f ä ng
073/157	fäng	1	f ä ng
073/159	tut	1	t u t
073/161	fäng	1	f ä ng
073/163	feng	1	f e ng
073/165	fäng	1	f ä ng
073/175	fäng	1	f ä ng
073/177	feng	1	f e ng
074/019	feng	1	f e ng
074/021	feng	1	f e ng
074/023	feng	1	f e ng
074/025	fenk	1	f e n k
074/027	fäng	1	f ä ng
074/029	fäng	1	f ä ng
074/031	fäng	1	f ä ng
074/033	fäng	1	f ä ng
074/035	fäng	1	f ä ng
074/037	fäng	1	f ä ng
074/039	fäng	1	f ä ng
074/041	fäng	1	f ä ng
074/043	fäng	1	f ä ng
074/045	fäng	1	f ä ng
074/047	fäng	1	f ä ng
074/049	feng	1	f e ng
074/051	feng	1	f e ng
074/053	fäng	1	f ä ng
074/055	fäng	1	f ä ng
074/057	fang	1	f a ng
074/059	feng	1	f e ng
074/061	fäng	1	f ä ng
074/063	feng	1	f e ng
074/065	feng	1	f e ng
074/067	NA	NA	-
074/069	feng	1	f e ng
074/071	feng	1	f e ng
074/073	feng	1	f e ng
074/075	fäng	1	f ä ng
074/077	fäng	1	f ä ng
074/079	fäng	1	f ä ng
074/081	fäng	1	f ä ng
074/083	fäng	1	f ä ng
074/085	fäng	1	f ä ng
074/087	fang	1	f a ng
074/089	fang	1	f a ng
074/091	fang	1	f a ng
074/093	fang	1	f a ng
074/095	fang	1	f a ng
074/097	fang	1	f a ng
074/099	fong	1	f o ng
074/101	feng	1	f e ng
074/103	NA	NA	-
074/105	fong	1	f o ng
074/107	fäng	1	f ä ng
074/109	fäng	1	f ä ng
074/145	fäng	1	f ä ng
074/147	feng	1	f e ng
074/149	feng	1	f e ng
074/153	NA	NA	-
074/155	NA	NA	-
074/157	fäng	1	f ä ng
074/159	foang	1	f oa ng
074/161	feng	1	f e ng
074/163	fäng	1	f ä ng
074/165	wird	1	w i r d
075/019	feng	1	f e ng
075/021	feng	1	f e ng
075/023	feeng	1	f ee ng
075/025	feng	1	f e ng
075/027	NA	NA	-
075/029	fäng	1	f ä ng
075/031	fäng	1	f ä ng
075/033	fäng	1	f ä ng
075/035	feng	1	f e ng
075/037	fäng	1	f ä ng
075/039	fäng	1	f ä ng
075/041	fäng	1	f ä ng
075/043	fang	1	f a ng
075/045	fäng	1	f ä ng
075/047	feng	1	f e ng
075/049	fang	1	f a ng
075/051	fäng	1	f ä ng
075/053	fang	1	f a ng
075/055	feng	1	f e ng
075/057	feng	1	f e ng
075/059	fäng	1	f ä ng
075/061	feng	1	f e ng
075/063	NA	NA	-
075/065	fäng	1	f ä ng
075/067	feng	1	f e ng
075/069	feng	1	f e ng
075/071	fäng	1	f ä ng
075/073	fäng	1	f ä ng
075/075	feng	1	f e ng
075/077	fäng	1	f ä ng
075/079	fäng	1	f ä ng
075/081	fäng	1	f ä ng
075/083	feng	1	f e ng
075/085	fäng	1	f ä ng
075/087	fang	1	f a ng
075/089	fang	1	f a ng
075/091	fang	1	f a ng
075/093	fang	1	f a ng
075/095	fang	1	f a ng
075/097	faang	1	f aa ng
075/099	feng	1	f e ng
075/101	NA	NA	-
075/103	fong	1	f o ng
075/105	fong	1	f o ng
075/107	fäng	1	f ä ng
075/135	NA	NA	-
075/145	fäng	1	f ä ng
075/147	fong	1	f o ng
075/149	fäng	1	f ä ng
075/155	fong	1	f o ng
075/157	fäng	1	f ä ng
075/159	fäng	1	f ä ng
075/161	fäng	1	f ä ng
075/163	fäng	1	f ä ng
075/165	tut	1	t u t
076/019	feng	1	f e ng
076/021	feng	1	f e ng
076/023	feng	1	f e ng
076/025	feng	1	f e ng
076/027	fäng	1	f ä ng
076/029	feng	1	f e ng
076/033	fäng	1	f ä ng
076/035	NA	NA	-
076/037	fang	1	f a ng
076/039	fing	1	f i ng
076/041	fäng	1	f ä ng
076/043	fang	1	f a ng
076/045	fang	1	f a ng
076/047	fang	1	f a ng
076/049	feng	1	f e ng
076/051	fang	1	f a ng
076/053	fäng	1	f ä ng
076/055	fäng	1	f ä ng
076/057	fäng	1	f ä ng
076/059	dut	1	d u t
076/061	fäng	1	f ä ng
076/063	feng	1	f e ng
076/065	fäng	1	f ä ng
076/067	feng	1	f e ng
076/069	fäng	1	f ä ng
076/071	fang	1	f a ng
076/073	feng	1	f e ng
076/075	fang	1	f a ng
076/077	fäng	1	f ä ng
076/079	fäng	1	f ä ng
076/081	fäng	1	f ä ng
076/083	feng	1	f e ng
076/085	feng	1	f e ng
076/087	feng	1	f e ng
076/089	fang	1	f a ng
076/091	fang	1	f a ng
076/093	fang	1	f a ng
076/095	NA	NA	-
076/097	fang	1	f a ng
076/099	fang	1	f a ng
076/101	fong	1	f o ng
076/103	fong	1	f o ng
076/135	fong	1	f o ng
076/137	NA	NA	-
076/149	fäng	1	f ä ng
076/151	fäng	1	f ä ng
076/155	fäng	1	f ä ng
076/161	fäng	1	f ä ng
076/163	fäng	1	f ä ng
076/165	feng	1	f e ng
077/019	fhäng	1	f h ä ng
077/021	fäng	1	f ä ng
077/023	feeng	1	f ee ng
077/025	feng	1	f e ng
077/027	feng	1	f e ng
077/029	fäng	1	f ä ng
077/031	fäng	1	f ä ng
077/033	feng	1	f e ng
077/035	feng	1	f e ng
077/037	fäng	1	f ä ng
077/039	fang	1	f a ng
077/041	fang	1	f a ng
077/043	fang	1	f a ng
077/047	fang	1	f a ng
077/049	fang	1	f a ng
077/051	fäng	1	f ä ng
077/053	fäng	1	f ä ng
077/055	fäng	1	f ä ng
077/057	feng	1	f e ng
077/059	fäng	1	f ä ng
077/061	NA	NA	-
077/063	NA	NA	-
077/065	fäng	1	f ä ng
077/067	fäng	1	f ä ng
077/069	fäng	1	f ä ng
077/071	fäng	1	f ä ng
077/073	feng	1	f e ng
077/075	fäng	1	f ä ng
077/077	feng	1	f e ng
077/079	feng	1	f e ng
077/081	fäng	1	f ä ng
077/083	fäng	1	f ä ng
077/085	feng	1	f e ng
077/087	NA	NA	-
077/089	fang	1	f a ng
077/091	feng	1	f e ng
077/093	fang	1	f a ng
077/095	fang	1	f a ng
077/097	fang	1	f a ng
077/099	fang	1	f a ng
077/101	fong	1	f o ng
077/103	NA	NA	-
077/135	fong	1	f o ng
077/137	fong	1	f o ng
078/021	fenk	1	f e n k
078/023	fäng	1	f ä ng
078/025	fäng	1	f ä ng
078/027	fänk	1	f ä n k
078/029	fäng	1	f ä ng
078/031	fäng	1	f ä ng
078/033	fäng	1	f ä ng
078/035	fäng	1	f ä ng
078/037	fang	1	f a ng
078/039	fang	1	f a ng
078/041	fang	1	f a ng
078/045	fang	1	f a ng
078/047	fang	1	f a ng
078/049	fang	1	f a ng
078/051	feng	1	f e ng
078/053	fäng	1	f ä ng
078/055	fäng	1	f ä ng
078/057	fäng	1	f ä ng
078/059	fäng	1	f ä ng
078/061	fäng	1	f ä ng
078/063	feng	1	f e ng
078/065	fang	1	f a ng
078/067	feng	1	f e ng
078/069	feng	1	f e ng
078/071	feng	1	f e ng
078/073	feng	1	f e ng
078/075	fäng	1	f ä ng
078/077	fäng	1	f ä ng
078/079	feng	1	f e ng
078/081	feng	1	f e ng
078/083	feng	1	f e ng
078/085	fang	1	f a ng
078/087	dout	1	d ou t
078/089	fang	1	f a ng
078/091	fang	1	f a ng
078/093	fang	1	f a ng
078/095	fang	1	f a ng
078/097	NA	NA	-
078/099	faang	1	f aa ng
078/101	fang	1	f a ng
078/103	fong	1	f o ng
078/105	fang	1	f a ng
078/135	onhebt	1	o n h e b t
078/193	fank	1	f a n k
079/021	fang	1	f a ng
079/023	fäng	1	f ä ng
079/025	fäng	1	f ä ng
079/027	fäng	1	f ä ng
079/029	fäng	1	f ä ng
079/031	fong	1	f o ng
079/033	NA	NA	-
079/035	fang	1	f a ng
079/037	fang	1	f a ng
079/039	fang	1	f a ng
079/043	fang	1	f a ng
079/045	fang	1	f a ng
079/047	NA	NA	-
079/049	fang	1	f a ng
079/051	feng	1	f e ng
079/053	fäng	1	f ä ng
079/055	fäng	1	f ä ng
079/057	fang	1	f a ng
079/059	fäng	1	f ä ng
079/061	feng	1	f e ng
079/063	feng	1	f e ng
079/065	fäng	1	f ä ng
079/067	fäng	1	f ä ng
079/069	duät	1	d uä t
079/071	feng	1	f e ng
079/073	feng	1	f e ng
079/075	feng	1	f e ng
079/077	fäng	1	f ä ng
079/079	fang	1	f a ng
079/081	fäng	1	f ä ng
079/083	NA	NA	-
079/085	fang	1	f a ng
079/087	fang	1	f a ng
079/089	fang	1	f a ng
079/091	fang	1	f a ng
079/093	NA	NA	-
079/095	fang	1	f a ng
079/097	fang	1	f a ng
079/099	fang	1	f a ng
079/101	fang	1	f a ng
079/103	fang	1	f a ng
079/105	fong	1	f o ng
079/107	NA	NA	-
079/133	fong	1	f o ng
079/135	fong	1	f o ng
079/193	onhebt	1	o n h e b t
079/195	onhebt	1	o n h e b t
079/197	wet	1	w e t
080/025	fäng	1	f ä ng
080/027	fäng	1	f ä ng
080/029	fang	1	f a ng
080/031	fang	1	f a ng
080/033	fing	1	f i ng
080/035	fang	1	f a ng
080/037	fang	1	f a ng
080/039	fang	1	f a ng
080/041	fang	1	f a ng
080/043	fang	1	f a ng
080/045	fang	1	f a ng
080/047	fang	1	f a ng
080/049	fang	1	f a ng
080/051	feng	1	f e ng
080/053	fang	1	f a ng
080/055	fang	1	f a ng
080/057	fang	1	f a ng
080/059	feng	1	f e ng
080/061	feng	1	f e ng
080/063	feng	1	f e ng
080/065	fäng	1	f ä ng
080/067	feng	1	f e ng
080/069	fäng	1	f ä ng
080/071	fänch	1	f ä n ch
080/073	feng	1	f e ng
080/075	fang	1	f a ng
080/077	feng	1	f e ng
080/079	fang	1	f a ng
080/081	fang	1	f a ng
080/083	fang	1	f a ng
080/085	fang	1	f a ng
080/087	fang	1	f a ng
080/089	fang	1	f a ng
080/091	fang	1	f a ng
080/093	fang	1	f a ng
080/095	fang	1	f a ng
080/097	fang	1	f a ng
080/099	fang	1	f a ng
080/101	fang	1	f a ng
080/103	fang	1	f a ng
080/105	foong	1	f oo ng
080/107	fong	1	f o ng
080/109	NA	NA	-
080/127	NA	NA	-
080/147	fong	1	f o ng
080/151	NA	NA	-
080/153	anhaaibt	1	a n h aai b t
080/193	fäng	1	f ä ng
080/195	onhäibt	1	o n h äi b t
081/025	fäng	1	f ä ng
081/027	fäng	1	f ä ng
081/029	fang	1	f a ng
081/031	fing	1	f i ng
081/033	fang	1	f a ng
081/035	fong	1	f o ng
081/037	fang	1	f a ng
081/039	fang	1	f a ng
081/043	fäng	1	f ä ng
081/045	fang	1	f a ng
081/047	fang	1	f a ng
081/049	fang	1	f a ng
081/051	feng	1	f e ng
081/053	fang	1	f a ng
081/055	NA	NA	-
081/057	fang	1	f a ng
081/059	fäng	1	f ä ng
081/061	feng	1	f e ng
081/063	fäng	1	f ä ng
081/065	feng	1	f e ng
081/067	fäng	1	f ä ng
081/069	fäng	1	f ä ng
081/071	feng	1	f e ng
081/073	fäng	1	f ä ng
081/075	feng	1	f e ng
081/077	feng	1	f e ng
081/079	fang	1	f a ng
081/081	fang	1	f a ng
081/083	fang	1	f a ng
081/085	fang	1	f a ng
081/087	fang	1	f a ng
081/089	fang	1	f a ng
081/091	fang	1	f a ng
081/093	NA	NA	-
081/095	NA	NA	-
081/097	fang	1	f a ng
081/099	NA	NA	-
081/101	fang	1	f a ng
081/103	fang	1	f a ng
081/105	oohebt	1	oo h e b t
081/107	fong	1	f o ng
081/109	fong	1	f o ng
081/111	fong	1	f o ng
081/127	NA	NA	-
081/129	faung	1	f au ng
081/133	NA	NA	-
081/147	faing	1	f ai ng
081/191	fäng	1	f ä ng
081/193	NA	NA	-
081/195	NA	NA	-
082/027	fäng	1	f ä ng
082/029	fing	1	f i ng
082/031	fäng	1	f ä ng
082/033	fang	1	f a ng
082/035	fang	1	f a ng
082/037	fang	1	f a ng
082/039	fang	1	f a ng
082/041	fang	1	f a ng
082/043	fang	1	f a ng
082/045	fang	1	f a ng
082/047	fang	1	f a ng
082/049	fang	1	f a ng
082/051	fang	1	f a ng
082/053	fang	1	f a ng
082/055	fang	1	f a ng
082/057	fang	1	f a ng
082/059	fang	1	f a ng
082/061	fang	1	f a ng
082/063	NA	NA	-
082/065	fäng	1	f ä ng
082/067	fang	1	f a ng
082/069	fang	1	f a ng
082/071	fang	1	f a ng
082/073	feng	1	f e ng
082/075	fang	1	f a ng
082/077	fang	1	f a ng
082/079	fang	1	f a ng
082/081	fang	1	f a ng
082/083	fang	1	f a ng
082/085	fang	1	f a ng
082/087	fang	1	f a ng
082/089	fang	1	f a ng
082/091	fang	1	f a ng
082/093	fang	1	f a ng
082/095	fang	1	f a ng
082/097	fang	1	f a ng
082/099	fang	1	f a ng
082/101	fang	1	f a ng
082/103	NA	NA	-
082/105	fang	1	f a ng
082/107	fang	1	f a ng
082/111	fong	1	f o ng
082/113	wird	1	w i r d
082/117	NA	NA	-
082/129	NA	NA	-
082/131	foung	1	f ou ng
082/133	faung	1	f au ng
082/135	fang	1	f a ng
082/145	onhebt	1	o n h e b t
082/147	anhebt	1	a n h e b t
082/191	fäng	1	f ä ng
082/195	fäng	1	f ä ng
083/027	NA	NA	-
083/029	fing	1	f i ng
083/031	fähnk	1	f äh n k
083/033	fang	1	f a ng
083/035	fang	1	f a ng
083/037	fang	1	f a ng
083/039	fang	1	f a ng
083/041	fang	1	f a ng
083/043	fang	1	f a ng
083/045	fang	1	f a ng
083/047	fang	1	f a ng
083/049	fang	1	f a ng
083/051	NA	NA	-
083/053	fang	1	f a ng
083/055	fang	1	f a ng
083/057	fang	1	f a ng
083/059	fang	1	f a ng
083/061	fang	1	f a ng
083/063	fang	1	f a ng
083/065	fang	1	f a ng
083/067	fang	1	f a ng
083/069	fang	1	f a ng
083/071	fang	1	f a ng
083/073	fang	1	f a ng
083/075	fang	1	f a ng
083/077	fang	1	f a ng
083/079	fang	1	f a ng
083/081	fang	1	f a ng
083/083	fang	1	f a ng
083/085	fang	1	f a ng
083/087	faang	1	f aa ng
083/089	fang	1	f a ng
083/091	NA	NA	-
083/093	fang	1	f a ng
083/095	fang	1	f a ng
083/097	fang	1	f a ng
083/099	fang	1	f a ng
083/101	fang	1	f a ng
083/103	fang	1	f a ng
083/105	fang	1	f a ng
083/107	fang	1	f a ng
083/111	fang	1	f a ng
083/113	fong	1	f o ng
083/115	fong	1	f o ng
083/117	ouheibd	1	ou h ei b d
083/119	faung	1	f au ng
083/121	NA	NA	-
083/129	NA	NA	-
083/131	fong	1	f o ng
083/133	NA	NA	-
083/135	foung	1	f ou ng
083/139	kimmt	1	k i mm t
083/143	fong	1	f o ng
083/145	foung	1	f ou ng
083/147	fong	1	f o ng
083/149	NA	NA	-
083/173	NA	NA	-
083/195	fäng	1	f ä ng
084/031	fang	1	f a ng
084/033	fang	1	f a ng
084/035	fang	1	f a ng
084/037	fang	1	f a ng
084/039	fong	1	f o ng
084/041	fang	1	f a ng
084/043	fang	1	f a ng
084/045	fang	1	f a ng
084/047	fong	1	f o ng
084/049	fang	1	f a ng
084/051	fang	1	f a ng
084/053	fang	1	f a ng
084/055	fang	1	f a ng
084/057	fang	1	f a ng
084/059	fang	1	f a ng
084/061	fang	1	f a ng
084/063	fang	1	f a ng
084/065	NA	NA	-
084/067	fang	1	f a ng
084/069	NA	NA	-
084/071	fang	1	f a ng
084/073	fang	1	f a ng
084/075	fang	1	f a ng
084/077	fang	1	f a ng
084/079	fang	1	f a ng
084/081	fang	1	f a ng
084/083	fang	1	f a ng
084/085	fang	1	f a ng
084/087	fang	1	f a ng
084/089	fang	1	f a ng
084/091	fang	1	f a ng
084/093	fang	1	f a ng
084/095	fang	1	f a ng
084/097	fang	1	f a ng
084/099	fang	1	f a ng
084/101	NA	NA	-
084/103	fang	1	f a ng
084/105	thuat	1	t h ua t
084/107	fang	1	f a ng
084/109	fang	1	f a ng
084/111	ahebt	1	a h e b t
084/113	ouhäibt	1	ou h äi b t
084/115	wird	1	w i r d
084/117	auhejbt	1	au h e j b t
084/119	foang	1	f oa ng
084/129	faung	1	f au ng
084/131	NA	NA	-
084/133	fong	1	f o ng
084/135	fong	1	f o ng
084/137	faung	1	f au ng
084/139	NA	NA	-
084/141	fong	1	f o ng
084/143	faung	1	f au ng
084/145	NA	NA	-
084/147	fong	1	f o ng
084/149	fong	1	f o ng
084/171	wäng	1	w ä ng
084/173	wenk	1	w e n k
084/195	NA	NA	-
085/031	fang	1	f a ng
085/033	fang	1	f a ng
085/035	fang	1	f a ng
085/037	fang	1	f a ng
085/039	NA	NA	-
085/041	fang	1	f a ng
085/043	fang	1	f a ng
085/045	fang	1	f a ng
085/047	fang	1	f a ng
085/049	fong	1	f o ng
085/051	fang	1	f a ng
085/053	fang	1	f a ng
085/055	NA	NA	-
085/057	fang	1	f a ng
085/059	fang	1	f a ng
085/061	fang	1	f a ng
085/063	fang	1	f a ng
085/065	NA	NA	-
085/067	NA	NA	-
085/069	fang	1	f a ng
085/071	fang	1	f a ng
085/073	fang	1	f a ng
085/075	fang	1	f a ng
085/077	fang	1	f a ng
085/079	fang	1	f a ng
085/081	fang	1	f a ng
085/083	fang	1	f a ng
085/085	fäng	1	f ä ng
085/087	fang	1	f a ng
085/089	fang	1	f a ng
085/091	fang	1	f a ng
085/093	fang	1	f a ng
085/095	fang	1	f a ng
085/097	fang	1	f a ng
085/101	NA	NA	-
085/103	NA	NA	-
085/105	fang	1	f a ng
085/107	anhöbt	1	a n h ö b t
085/109	fang	1	f a ng
085/111	fang	1	f a ng
085/113	fang	1	f a ng
085/115	foung	1	f ou ng
085/117	NA	NA	-
085/119	wiad	1	w ia d
085/121	wird	1	w i r d
085/123	faung	1	f au ng
085/125	faung	1	f au ng
085/127	fang	1	f a ng
085/129	wird	1	w i r d
085/131	fong	1	f o ng
085/133	fong	1	f o ng
085/135	faung	1	f au ng
085/137	NA	NA	-
085/139	fong	1	f o ng
085/141	foung	1	f ou ng
085/143	faong	1	f ao ng
085/145	fong	1	f o ng
085/147	fong	1	f o ng
085/149	fong	1	f o ng
085/175	beit	1	b ei t
085/193	fengk	1	f e ng k
085/197	fengk	1	f e ng k
086/033	fäng	1	f ä ng
086/035	fang	1	f a ng
086/037	fang	1	f a ng
086/039	fang	1	f a ng
086/041	fang	1	f a ng
086/043	fang	1	f a ng
086/045	fang	1	f a ng
086/047	fang	1	f a ng
086/049	fong	1	f o ng
086/051	fang	1	f a ng
086/053	NA	NA	-
086/055	fang	1	f a ng
086/057	fang	1	f a ng
086/059	fang	1	f a ng
086/061	fang	1	f a ng
086/063	fang	1	f a ng
086/065	fäng	1	f ä ng
086/067	fang	1	f a ng
086/069	fang	1	f a ng
086/071	fang	1	f a ng
086/073	fang	1	f a ng
086/075	fang	1	f a ng
086/077	fang	1	f a ng
086/079	fang	1	f a ng
086/081	fangg	1	f a n gg
086/083	fang	1	f a ng
086/085	NA	NA	-
086/087	fang	1	f a ng
086/089	fong	1	f o ng
086/091	fang	1	f a ng
086/093	fang	1	f a ng
086/095	faang	1	f aa ng
086/097	fang	1	f a ng
086/099	fang	1	f a ng
086/101	fang	1	f a ng
086/103	fang	1	f a ng
086/105	fang	1	f a ng
086/107	fang	1	f a ng
086/109	NA	NA	-
086/111	fang	1	f a ng
086/113	fang	1	f a ng
086/115	faang	1	f aa ng
086/117	foung	1	f ou ng
086/119	aunhejbt	1	au n h e j b t
086/121	fang	1	f a ng
086/123	fong	1	f o ng
086/125	faung	1	f au ng
086/127	fong	1	f o ng
086/129	fong	1	f o ng
086/131	wird	1	w i r d
086/133	fang	1	f a ng
086/135	NA	NA	-
086/137	fang	1	f a ng
086/139	fong	1	f o ng
086/141	fanng	1	f a nn g
086/143	fong	1	f o ng
086/145	fong	1	f o ng
086/147	fong	1	f o ng
086/149	NA	NA	-
086/151	fang	1	f a ng
086/175	uuheept	1	uu h ee p t
086/197	fäng	1	f ä ng
086/199	feng	1	f e ng
087/033	fong	1	f o ng
087/035	fang	1	f a ng
087/037	fang	1	f a ng
087/039	fang	1	f a ng
087/041	fang	1	f a ng
087/043	fang	1	f a ng
087/045	fang	1	f a ng
087/049	fang	1	f a ng
087/051	fang	1	f a ng
087/053	fang	1	f a ng
087/055	kommt	1	k o mm t
087/057	fang	1	f a ng
087/059	fang	1	f a ng
087/061	fang	1	f a ng
087/063	fang	1	f a ng
087/065	NA	NA	-
087/067	NA	NA	-
087/069	fang	1	f a ng
087/071	fang	1	f a ng
087/073	fang	1	f a ng
087/075	fang	1	f a ng
087/077	fang	1	f a ng
087/079	fang	1	f a ng
087/081	fangg	1	f a n gg
087/083	fang	1	f a ng
087/085	fang	1	f a ng
087/087	fang	1	f a ng
087/089	NA	NA	-
087/091	fang	1	f a ng
087/093	fang	1	f a ng
087/095	fang	1	f a ng
087/097	fang	1	f a ng
087/099	fang	1	f a ng
087/101	fang	1	f a ng
087/103	fang	1	f a ng
087/105	fang	1	f a ng
087/107	fang	1	f a ng
087/109	fang	1	f a ng
087/111	ahöbt	1	a h ö b t
087/113	ahebt	1	a h e b t
087/115	fang	1	f a ng
087/117	wied	1	w ie d
087/119	faung	1	f au ng
087/121	faung	1	f au ng
087/123	fong	1	f o ng
087/125	NA	NA	-
087/127	faunk	1	f au n k
087/129	faung	1	f au ng
087/133	fong	1	f o ng
087/135	fong	1	f o ng
087/137	fang	1	f a ng
087/139	fong	1	f o ng
087/141	NA	NA	-
087/143	NA	NA	-
087/145	foong	1	f oo ng
087/147	fong	1	f o ng
087/149	fong	1	f o ng
087/151	fang	1	f a ng
088/035	fang	1	f a ng
088/037	faang	1	f aa ng
088/039	fang	1	f a ng
088/041	fang	1	f a ng
088/043	NA	NA	-
088/045	fang	1	f a ng
088/047	fang	1	f a ng
088/049	fang	1	f a ng
088/051	fang	1	f a ng
088/053	fang	1	f a ng
088/055	fang	1	f a ng
088/057	NA	NA	-
088/059	fang	1	f a ng
088/061	NA	NA	-
088/063	fang	1	f a ng
088/065	fang	1	f a ng
088/067	fang	1	f a ng
088/069	fang	1	f a ng
088/071	NA	NA	-
